URL,TituloAtual,TitleLength,Problema
"https://mclair.com.br/blog/aquarantenados-lanca-single-tudo-vai-dar-certo/","AQUARANTENADOS lança single ""Tudo vai dar certo"" | Blog Mclair","62","OK"
"https://mclair.com.br/blog/arena-22-e-o-novo-fantasy-game-oficial-da-copa-do-nordeste/","Arena 22 é o novo fantasy game oficial da Copa do No… | Mclair","62","OK"
"https://mclair.com.br/blog/artista-catarinense-vence-a-3a-edicao-da-galeria-consigaz/","Artista catarinense vence a 3ª edição da Galeria Con… | Mclair","62","OK"
"https://mclair.com.br/blog/as-5-vantagens-em-ter-um-conselho-diverso/","As 5 vantagens em ter um Conselho diverso | Blog Mclair","55","OK"
"https://mclair.com.br/blog/as-ameacas-e-os-beneficios-do-reconhecimento-facial/","As ameaças e os benefícios do reconhecimento facial | Blog Mclair","65","OK"
"https://mclair.com.br/blog/as-licoes-sobre-adaptabilidade-e-gestao-de-pessoas-na-era-do-home-offi/","As lições sobre adaptabilidade e gestão de pessoas n… | Mclair","62","OK"
"https://mclair.com.br/blog/audiovisual-os-desafios-e-o-impacto-das-redes-sociais-para-a-publicida/","Audiovisual: os desafios e o impacto das redes socia… | Mclair","62","OK"
"https://mclair.com.br/blog/avanco-da-lgpd-e-essencial-para-sucesso-do-5g-no-brasil/","Avanço da LGPD é essencial para sucesso do 5G no Bra… | Mclair","62","OK"
"https://mclair.com.br/blog/bbb-a-guerra-de-adms-e-o-sucesso-nas-redes-sociais/","BBB: a guerra de ADMs e o sucesso nas redes sociais | Blog Mclair","65","OK"
"https://mclair.com.br/blog/bh-recebe-delegacao-internacional-interessada-na-tecnologia-brasileira/","BH recebe delegação internacional interessada na tec… | Mclair","62","OK"
"https://mclair.com.br/blog/black-friday-reforca-a-importancia-do-video-marketing/","Black Friday reforça a importância do Vídeo Marketin… | Mclair","62","OK"
"https://mclair.com.br/blog/boa-gestao-de-pessoas-ajuda-a-reduzir-o-deficit-de-profissionais-de-ti/","Boa gestão de pessoas ajuda a reduzir o déficit de p… | Mclair","62","OK"
"https://mclair.com.br/blog/brasil-apresenta-nos-eua-tendencias-em-tecnologia-para-producao-e-proc/","Brasil apresenta nos EUA tendências em tecnologia pa… | Mclair","62","OK"
"https://mclair.com.br/blog/brasil-apresenta-solucoes-para-a-industria-latinoamericana-de-mineraca/","Brasil apresenta soluções para a indústria latinoame… | Mclair","62","OK"
"https://mclair.com.br/blog/brasil-atinge-marco-positivo-em-negocios-durante-feira-internacional-d/","Brasil atinge marco positivo em negócios durante Fei… | Mclair","62","OK"
"https://mclair.com.br/blog/brasil-aumenta-volume-de-negocios-de-maquinas-e-equipamentos-em-48-5-a/","Brasil aumenta volume de negócios de máquinas e equi… | Mclair","62","OK"
"https://mclair.com.br/blog/brasil-estima-faturamento-superior-a-us-100-mi-para-as-exportacoes-do-/","Brasil estima faturamento superior a US$100 MI para… | Mclair","61","OK"
"https://mclair.com.br/blog/brasil-gera-us-4-5-milhoes-durante-a-eima-2022/","Brasil gera US$4,5 milhões durante a EIMA 2022 | Blog Mclair","60","OK"
"https://mclair.com.br/blog/brasil-movimenta-us-5-6-bilhoes-em-exportacao-de-maquinas-e-equipament/","Brasil movimenta US$5,6 bilhões em exportação de máq… | Mclair","62","OK"
"https://mclair.com.br/blog/caixa-leiloa-400-imoveis-com-descontos-de-ate-60-em-todo-o-pais/","Caixa leiloa 400 imóveis com descontos de até 60% em… | Mclair","62","OK"
"https://mclair.com.br/blog/caixa-realiza-leilao-de-imoveis-online-no-centro-oeste-com-descontos-d/","Caixa realiza leilão de imóveis online no Centro-Oes… | Mclair","62","OK"
"https://mclair.com.br/blog/canal-brasil-exibe/","Canal Brasil exibe | Blog Mclair","32","OK"
"https://mclair.com.br/blog/cannabis-valuation-de-qualidade-e-transparencia-sao-diferenciais-para-/","Cannabis: Valuation de qualidade e transparência são… | Mclair","62","OK"
"https://mclair.com.br/blog/case-o-gambito-da-rainha-o-que-isso-tem-a-ver-com-a-sua-marca/","Case ""O Gambito da Rainha"": O que isso tem a ver com… | Mclair","62","OK"
"https://mclair.com.br/blog/chatgpt-conheca-a-ia-que-tem-assombrado-os-programadores/","ChatGPT: conheça a IA que tem assombrado os programa… | Mclair","62","OK"
"https://mclair.com.br/blog/cinema-e-o-elixir-do-novo-marketing/","Cinema é o elixir do novo marketing? | Blog Mclair","50","OK"
"https://mclair.com.br/blog/claudia-elisa-passa-a-integrar-conselho-da-tupy/","Claudia Elisa passa a integrar Conselho da Tupy | Blog Mclair","61","OK"
"https://mclair.com.br/blog/co-producao-de-marcas-e-alternativa-aos-incentivos-publicos-e-patrocin/","Co-produção de marcas é alternativa aos incentivos p… | Mclair","62","OK"
"https://mclair.com.br/blog/como-a-chegada-do-5g-deve-impactar-o-marketing-digital/","Como a chegada do 5G deve impactar o Marketing Digit… | Mclair","62","OK"
"https://mclair.com.br/blog/como-a-compra-da-lambda3-vai-impactar-o-modelo-de-negocios-no-setor-de/","Como a compra da Lambda3 vai impactar o modelo de ne… | Mclair","62","OK"
"https://mclair.com.br/blog/como-a-gamificacao-tornou-se-estrategia-people-first-na-era-digital/","Como a gamificação tornou-se estratégia People First… | Mclair","62","OK"
"https://mclair.com.br/blog/como-a-ia-esta-impactando-o-futuro-das-profissoes-e-dos-conselhos-admi/","Como a IA está impactando o futuro das profissões e… | Mclair","61","OK"
"https://mclair.com.br/blog/como-a-robotizacao-deve-ganhar-protagonismo-para-os-processos-empresar/","Como a robotização deve ganhar protagonismo para os… | Mclair","61","OK"
"https://mclair.com.br/blog/como-a-tecnologia-ajuda-aumentar-a-confianca-do-cliente/","Como a tecnologia ajuda aumentar a confiança do clie… | Mclair","62","OK"
"https://mclair.com.br/blog/como-as-fraudes-online-afetam-o-mercado-brasileiro/","Como as fraudes online afetam o mercado brasileiro | Blog Mclair","64","OK"
"https://mclair.com.br/blog/como-atrair-os-zillennials-para-a-sua-marca-por-meio-do-marketing-digi/","Como atrair os Zillennials para a sua marca por meio… | Mclair","62","OK"
"https://mclair.com.br/blog/como-entender-melhor-e-liderar-a-geracao-z/","Como entender melhor e liderar a Geração Z? | Blog Mclair","57","OK"
"https://mclair.com.br/blog/como-evitar-o-comercio-milionario-de-ataques-ciberneticos/","Como evitar o comércio milionário de ataques ciberné… | Mclair","62","OK"
"https://mclair.com.br/blog/como-evitar-o-transtorno-com-roubo-de-smartphones-e-dados/","Como evitar o transtorno com roubo de smartphones e… | Mclair","61","OK"
"https://mclair.com.br/blog/computadores-nao-vencem-humanos-em-debates-por-enquanto/","Computadores não vencem humanos em debates... Por en… | Mclair","62","OK"
"https://mclair.com.br/blog/comunicacao-com-proposito-e-a-base-para-uma-reputacao-de-autoridade/","Comunicação com propósito é a base para uma reputaçã… | Mclair","62","OK"
"https://mclair.com.br/blog/comunicacao-e-parte-fundamental-para-o-sucesso-do-negocio/","COMUNICAÇÃO É PARTE FUNDAMENTAL PARA O SUCESSO DO NE… | Mclair","62","OK"
"https://mclair.com.br/blog/comunicacao-nao-tem-receita-infalivel/","Comunicação não tem receita infalível | Blog Mclair","51","OK"
"https://mclair.com.br/blog/copa-do-mundo-supera-buscas-sobre-eleicoes-e-black-friday-no-google-e-/","""Copa do Mundo"" supera buscas sobre ""eleições"" e ""Bl… | Mclair","62","OK"
"https://mclair.com.br/blog/cotas-para-streaming-na-franca-realca-atraso-do-brasil-na-regulamentac/","Cotas para streaming na França realça atraso do Bras… | Mclair","62","OK"
"https://mclair.com.br/blog/criatividade-cibernetica-redefinira-o-conceito-de-transformacao-digita/","Criatividade cibernética redefinirá o conceito de tr… | Mclair","62","OK"
"https://mclair.com.br/blog/cubo-comunicacao-anuncia-rebranding-e-plano-de-expansao-para-a-europa/","Cubo Comunicação anuncia rebranding e plano de expan… | Mclair","62","OK"
"https://mclair.com.br/blog/daniel-calero-e-o-novo-bdm-do-portfolio-digital-da-tivit/","Daniel Calero é o novo BDM do portfólio digital da T… | Mclair","62","OK"
"https://mclair.com.br/blog/data-driven-video-como-aumentar-seu-awareness-com-dados/","Data-driven video: Como aumentar seu awareness com d… | Mclair","62","OK"
"https://mclair.com.br/blog/de-imoveis-a-veiculos-o-leilao-da-justica-do-trabalho-de-sp-oferece-va/","De imóveis a veículos, o leilão da Justiça do Trabal… | Mclair","62","OK"
"https://mclair.com.br/blog/democracia-organizacional-tornam-empresa-de-tecnologia-referencia/","Democracia organizacional tornam empresa de tecnolog… | Mclair","62","OK"
"https://mclair.com.br/blog/desapegue-do-retrovisor-conselho-administrativo-tambem-precisa-discuti/","Desapegue do retrovisor: Conselho Administrativo tam… | Mclair","62","OK"
"https://mclair.com.br/blog/desenvolvimento-de-software-moldara-o-futuro-das-carreiras-e-empresas/","Desenvolvimento de software moldará o futuro das car… | Mclair","62","OK"
"https://mclair.com.br/blog/desista-do-controle-uma-boa-gestao-tambem-se-faz-esperando/","Desista do controle: uma boa gestão também se faz es… | Mclair","62","OK"
"https://mclair.com.br/blog/dia-do-orgulho-nerd-4-dicas-para-celebrar-a-data/","Dia do Orgulho Nerd: 4 dicas para celebrar a data | Blog Mclair","63","OK"
"https://mclair.com.br/blog/dia-do-programador-4-curiosidades-sobre-a-profissao-do-futuro/","Dia do Programador: 4 curiosidades sobre a profissão… | Mclair","62","OK"
"https://mclair.com.br/blog/dicas-de-nutricao-cuidados-com-a-alimentacao-no-inverno/","Dicas de nutrição: cuidados com a alimentação no inv… | Mclair","62","OK"
"https://mclair.com.br/blog/diego-nogare-deixa-o-itau-apos-consolidar-inovacao-em-machine-learning/","Diego Nogare deixa o Itaú após consolidar inovação e… | Mclair","62","OK"
"https://mclair.com.br/blog/digitalizacao-evidencia-o-abismo-entre-o-ensino-publico-e-o-privado/","Digitalização evidencia o abismo entre o ensino públ… | Mclair","62","OK"
"https://mclair.com.br/blog/diversidade-etaria-por-que-a-geracao-40-e-essencial-para-o-mercado-de-/","Diversidade Etária: Por que a geração 40+ é essencia… | Mclair","62","OK"
"https://mclair.com.br/blog/diversidade-nao-basta-resultado-tambem-depende-de-abertura-ao-contradi/","Diversidade não basta: resultado também depende de a… | Mclair","62","OK"
"https://mclair.com.br/blog/diversidade-nas-liderancas-e-fundamental-para-as-acoes-de-esg/","Diversidade nas lideranças é fundamental para as açõ… | Mclair","62","OK"
"https://mclair.com.br/blog/do-estagio-a-lideranca-empresa-cria-novos-caminhos-para-o-crescimento-/","Do estágio à liderança: empresa cria novos caminhos… | Mclair","61","OK"
"https://mclair.com.br/blog/do-glp-ao-coracao-dos-corinthianos-como-o-patrocinio-do-appgas-ao-tima/","Do GLP ao coração dos Corinthianos: como o patrocíni… | Mclair","62","OK"
"https://mclair.com.br/blog/dona-coruja-e-sua-marca-propria/","Dona Coruja e sua marca própria | Blog Mclair","45","OK"
"https://mclair.com.br/blog/eficiencia-nas-nuvens-busca-por-multicloud-e-nuvem-hibrida-cresce-no-b/","Eficiência nas nuvens: busca por multicloud e nuvem… | Mclair","61","OK"
"https://mclair.com.br/blog/em-tempos-de-pandemia-tecnologia-cria-oportunidades/","Em tempos de pandemia, tecnologia cria oportunidades | Blog Mclair","66","muito longo"
"https://mclair.com.br/blog/emergee-e-tivit-lancam-o-programa-agility-drops/","Emergee e TIVIT lançam o programa ""Agility Drops"" | Blog Mclair","63","OK"
"https://mclair.com.br/blog/empatia-e-resiliencia-nas-abordagens-de-marcas-com-consumidores/","Empatia e resiliência nas abordagens de marcas com c… | Mclair","62","OK"
"https://mclair.com.br/blog/empresa-de-tecnologia-adota-home-office-e-cresce-40/","Empresa de tecnologia adota home-office e cresce 40% | Blog Mclair","66","muito longo"
"https://mclair.com.br/blog/empresas-brasileiras-levam-inovacoes-com-foco-em-economia-circular-e-m/","Empresas brasileiras levam inovações com foco em eco… | Mclair","62","OK"
"https://mclair.com.br/blog/empresas-brasileiras-marcam-presenca-na-colombiaplast-2022/","Empresas brasileiras marcam presença na ColombiaPlas… | Mclair","62","OK"
"https://mclair.com.br/blog/empresas-brasileiras-movimentam-us-4-7-milhoes-durante-a-argenplas/","Empresas brasileiras movimentam US$4,7 milhões duran… | Mclair","62","OK"
"https://mclair.com.br/blog/empresas-familiares-exigem-flexibilidade-e-comunicacao-empatica-do-exe/","Empresas familiares exigem flexibilidade e comunicaç… | Mclair","62","OK"
"https://mclair.com.br/blog/empresas-modernas-serao-cada-vez-mais-empresas-de-software/","Empresas modernas serão, cada vez mais, empresas de… | Mclair","61","OK"
"https://mclair.com.br/blog/entre-perfis-e-curtidas-por-que-alguem-seria-fiel-a-sua-marca/","Entre Perfis e Curtidas, por que alguém seria fiel à… | Mclair","62","OK"
"https://mclair.com.br/blog/escassez-de-profissionais-no-mercado-de-ti-amplia-a-necessidade-de-dia/","Escassez de profissionais no mercado de TI amplia a… | Mclair","61","OK"
"https://mclair.com.br/blog/esg-e-felicidade-corporativa-a-nova-fronteira-da-gestao/","ESG e felicidade corporativa: a nova fronteira da ge… | Mclair","62","OK"
"https://mclair.com.br/blog/estetica-e-saude-dois-conceitos-aliados-para-garantia-da-qualidade-de-/","Estética e saúde: dois conceitos aliados para garant… | Mclair","62","OK"
"https://mclair.com.br/blog/estrutura-organizacional-um-predador-da-estrategia/","Estrutura organizacional: um predador da estratégia | Blog Mclair","65","OK"
"https://mclair.com.br/blog/europa-busca-solucoes-brasileiras-para-o-desenvolvimento-das-industria/","Europa busca soluções brasileiras para o desenvolvim… | Mclair","62","OK"
"https://mclair.com.br/blog/expansao-do-iot-impulsiona-demanda-por-solucoes-de-gestao/","Expansão do IoT impulsiona demanda por soluções de g… | Mclair","62","OK"
"https://mclair.com.br/blog/experiencia-do-usuario-se-torna-recurso-imprescindivel-para-vendas-de-/","Experiência do usuário se torna recurso imprescindív… | Mclair","62","OK"
"https://mclair.com.br/blog/expo-prado-2022-recebe-empresas-brasileiras-do-setor-agricola/","Expo Prado 2022 recebe empresas brasileiras do setor… | Mclair","62","OK"
"https://mclair.com.br/blog/expoplast-2022-destaca-inovacoes-brasileiras/","Expoplast 2022 destaca inovações brasileiras | Blog Mclair","58","OK"
"https://mclair.com.br/blog/exportacao-industria-de-maquinas-e-equipamentos-estima-faturamento-de-/","Exportação: indústria de máquinas e equipamentos est… | Mclair","62","OK"
"https://mclair.com.br/blog/exportacoes-brasileiras-de-maquinas-e-equipamentos-a-paises-latinos-so/","Exportações brasileiras de máquinas e equipamentos a… | Mclair","62","OK"
"https://mclair.com.br/blog/exportacoes-de-maquinas-e-equipamentos-brasileiros-ganham-visibilidade/","Exportações de máquinas e equipamentos brasileiros g… | Mclair","62","OK"
"https://mclair.com.br/blog/exportacoes-em-alta-industria-brasileira-de-maquinas-e-equipamentos-al/","Exportações em alta: indústria brasileira de máquina… | Mclair","62","OK"
"https://mclair.com.br/blog/exportacoes-para-o-setor-de-mineracao-e-energia-devem-atingir-us-1-08-/","Exportações para o setor de mineração e energia deve… | Mclair","62","OK"
"https://mclair.com.br/blog/fidalgo-amplia-portfolio-de-negocios-com-novos-segmentos-de-leiloes/","Fidalgo amplia portfólio de negócios com novos segme… | Mclair","62","OK"
"https://mclair.com.br/blog/final-de-ano-otimismo-youtube-e-narrativas-mais-humanas-como-estrategi/","Final de ano: Otimismo, Youtube e narrativas mais hu… | Mclair","62","OK"
"https://mclair.com.br/blog/fintech-mineira-e-a-vencedora-do-ranking-100-open-startups/","Fintech mineira é a vencedora do Ranking 100 Open St… | Mclair","62","OK"
"https://mclair.com.br/blog/galeria-consigaz-busca-talentos-brasileiros-da-arte-urbana/","GALERIA CONSIGAZ busca talentos brasileiros da arte… | Mclair","61","OK"
"https://mclair.com.br/blog/gptw-lambda3-e-uma-das-melhores-empresas-de-t-i-para-trabalhar/","GPTW: Lambda3 é uma das melhores empresas de T.I par… | Mclair","62","OK"
"https://mclair.com.br/blog/gptw-lambda3-esta-entre-as-melhores-empresas-do-brasil/","GPTW: Lambda3 está entre as melhores empresas do Bra… | Mclair","62","OK"
"https://mclair.com.br/blog/guiando-abre-novas-vagas-para-ti-e-outras-areas/","Guiando abre novas vagas para TI e outras áreas | Blog Mclair","61","OK"
"https://mclair.com.br/blog/guiando-esta-entre-as-melhores-empresas-para-trabalhar-em-mg-segundo-g/","Guiando está entre as melhores empresas para trabalh… | Mclair","62","OK"
"https://mclair.com.br/blog/guiando-tem-20-vagas-abertas-100-remoto-1/","Guiando tem 20 vagas abertas 100% remoto | Blog Mclair","54","duplicado"
"https://mclair.com.br/blog/guiando-tem-20-vagas-abertas-100-remoto/","Guiando tem 20 vagas abertas 100% remoto | Blog Mclair","54","duplicado"
"https://mclair.com.br/blog/ha-futuro-para-o-mercado-de-tecnologia-sem-cultura-organizacional-dive/","Há futuro para o mercado de tecnologia sem cultura o… | Mclair","62","OK"
"https://mclair.com.br/blog/home-office-e-transformacao-digital-impulsionam-retomada-de-investimen/","Home office e transformação digital impulsionam reto… | Mclair","62","OK"
"https://mclair.com.br/blog/ian-macdonald-e-o-novo-diretor-executivo-da-emergee/","Ian Macdonald é o novo diretor-executivo da Emergee | Blog Mclair","65","OK"
"https://mclair.com.br/blog/industria-brasileira-apresenta-solucoes-em-sustentabilidade-e-economia/","Indústria brasileira apresenta soluções em sustentab… | Mclair","62","OK"
"https://mclair.com.br/blog/industria-de-maquinas-projeta-usd-15-mi-em-negocios-internacionais-dur/","Indústria de máquinas projeta USD 15 MI em negócios… | Mclair","61","OK"
"https://mclair.com.br/blog/insatisfeita-geracao-z-nao-quer-trabalhar-mais-do-mesmo-jeito/","Insatisfeita, Geração Z não quer trabalhar mais do m… | Mclair","62","OK"
"https://mclair.com.br/blog/inteligencia-artificial-consenso-e-a-chave-para-um-mundo-robotizado/","Inteligência Artificial: consenso é a chave para um… | Mclair","61","OK"
"https://mclair.com.br/blog/itau-unibanco-incorpora-startup-emergee-especializada-em-metodos-para-/","Itaú Unibanco incorpora startup Emergee, especializa… | Mclair","62","OK"
"https://mclair.com.br/blog/justica-federal-leilao-com-descontos-de-ate-50-oferece-imoveis-e-veicu/","Justiça Federal: leilão com descontos de até 50% ofe… | Mclair","62","OK"
"https://mclair.com.br/blog/lambda3-abre-28-vagas-para-desenvolvedores/","Lambda3 abre 28 vagas para desenvolvedores | Blog Mclair","56","OK"
"https://mclair.com.br/blog/lambda3-abre-vagas-para-times-de-tecnologia/","Lambda3 abre vagas para times de tecnologia | Blog Mclair","57","OK"
"https://mclair.com.br/blog/lambda3-consolida-as-unidades-negocios-de-produtos-digitais-do-ecossis/","Lambda3 consolida as unidades negócios de Produtos D… | Mclair","62","OK"
"https://mclair.com.br/blog/lambda3-leva-debate-sobre-diversidade-e-inclusao-ao-programaria-summit/","Lambda3 leva debate sobre diversidade e inclusão ao… | Mclair","61","OK"
"https://mclair.com.br/blog/lambda3-mira-fintechs-de-investimento-e-preve-crescimento-de-25-em-202/","Lambda3 mira fintechs de investimento e prevê cresci… | Mclair","62","OK"
"https://mclair.com.br/blog/largar-tudo-nem-sempre-e-solucao-para-os-cansados-do-mundo-corporativo/","Largar tudo nem sempre é solução para os cansados do… | Mclair","62","OK"
"https://mclair.com.br/blog/leilao-da-justica-federal-tem-imoveis-no-abc-e-veiculos-com-50-de-desc/","Leilão da Justiça Federal tem imóveis no ABC e veícu… | Mclair","62","OK"
"https://mclair.com.br/blog/leilao-da-justica-federal-tem-lacnha-a-partir-de-r-25-mil-e-imoveis-co/","Leilão da Justiça Federal tem lacnha a partir de R$… | Mclair","61","OK"
